REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2017/01/16 12:00:00,7900.25,98.97,TRADE
QLD1,2017/01/16 12:30:00,7934.62,144.51,TRADE
QLD1,2017/01/16 13:00:00,8028.78,105.34,TRADE
QLD1,2017/01/16 13:30:00,8148.35,152.81,TRADE
QLD1,2017/01/16 14:00:00,8210.32,154.67,TRADE
QLD1,2017/01/16 14:30:00,8302.27,174.28,TRADE
QLD1,2017/01/16 15:00:00,8371.69,162.24,TRADE
QLD1,2017/01/16 15:30:00,8465.18,189.85,TRADE
QLD1,2017/01/16 16:00:00,8519.55,290.89,TRADE
QLD1,2017/01/16 16:30:00,8585.15,314.42,TRADE
QLD1,2017/01/16 17:00:00,8715.95,295.64,TRADE
QLD1,2017/01/16 17:30:00,8679.16,138.26,TRADE
QLD1,2017/01/16 18:00:00,8568.38,103.10,TRADE
QLD1,2017/01/16 18:30:00,8472.41,115.26,TRADE
QLD1,2017/01/16 19:00:00,8501.51,133.60,TRADE
QLD1,2017/01/16 19:30:00,8531.94,75.46,TRADE
QLD1,2017/01/16 20:00:00,8587.92,98.08,TRADE
QLD1,2017/01/16 20:30:00,8431.33,88.84,TRADE
QLD1,2017/01/16 21:00:00,8113.43,64.82,TRADE
QLD1,2017/01/16 21:30:00,7841.69,60.20,TRADE
QLD1,2017/01/16 22:00:00,7528.2,54.46,TRADE
QLD1,2017/01/16 22:30:00,7167.24,69.53,TRADE
QLD1,2017/01/16 23:00:00,7030.86,85.14,TRADE
QLD1,2017/01/16 23:30:00,6737.58,60.50,TRADE
QLD1,2017/01/17 00:00:00,6387.25,53.59,TRADE
QLD1,2017/01/17 00:30:00,6203.71,63.10,TRADE
QLD1,2017/01/17 01:00:00,6122.24,64.39,TRADE
QLD1,2017/01/17 01:30:00,6006.51,59.82,TRADE
QLD1,2017/01/17 02:00:00,5926.19,58.35,TRADE
QLD1,2017/01/17 02:30:00,5920.97,69.12,TRADE
QLD1,2017/01/17 03:00:00,5924.27,77.48,TRADE
QLD1,2017/01/17 03:30:00,5852.33,83.53,TRADE
QLD1,2017/01/17 04:00:00,5873.42,85.46,TRADE
QLD1,2017/01/17 04:30:00,5888.41,74.74,TRADE
QLD1,2017/01/17 05:00:00,5902.89,64.87,TRADE
QLD1,2017/01/17 05:30:00,6036.52,54.86,TRADE
QLD1,2017/01/17 06:00:00,6177.15,71.40,TRADE
QLD1,2017/01/17 06:30:00,6443.36,69.45,TRADE
QLD1,2017/01/17 07:00:00,6741.74,100.51,TRADE
QLD1,2017/01/17 07:30:00,7090.05,77.99,TRADE
QLD1,2017/01/17 08:00:00,7262.92,93.10,TRADE
QLD1,2017/01/17 08:30:00,7470.98,142.17,TRADE
QLD1,2017/01/17 09:00:00,7539.25,314.35,TRADE
QLD1,2017/01/17 09:30:00,7541.82,135.15,TRADE
QLD1,2017/01/17 10:00:00,7612.09,99.80,TRADE
QLD1,2017/01/17 10:30:00,7663.25,94.79,TRADE
QLD1,2017/01/17 11:00:00,7736.3,146.41,TRADE
QLD1,2017/01/17 11:30:00,7829.37,126.38,TRADE
QLD1,2017/01/17 12:00:00,7920.69,129.70,TRADE
QLD1,2017/01/17 12:30:00,7986.4,156.54,TRADE
QLD1,2017/01/17 13:00:00,8061.59,199.15,TRADE
QLD1,2017/01/17 13:30:00,8165.85,193.48,TRADE
QLD1,2017/01/17 14:00:00,8236.65,248.18,TRADE
QLD1,2017/01/17 14:30:00,8373.56,247.68,TRADE
QLD1,2017/01/17 15:00:00,8447.84,283.07,TRADE
QLD1,2017/01/17 15:30:00,8522.56,336.57,TRADE
QLD1,2017/01/17 16:00:00,8623.88,397.73,TRADE
QLD1,2017/01/17 16:30:00,8735.56,293.99,TRADE
QLD1,2017/01/17 17:00:00,8872.34,292.49,TRADE
QLD1,2017/01/17 17:30:00,8852.34,414.61,TRADE
QLD1,2017/01/17 18:00:00,8720.28,281.55,TRADE
QLD1,2017/01/17 18:30:00,8605.84,263.60,TRADE
QLD1,2017/01/17 19:00:00,8628.9,233.75,TRADE
QLD1,2017/01/17 19:30:00,8651.01,129.44,TRADE
QLD1,2017/01/17 20:00:00,8580.75,260.39,TRADE
QLD1,2017/01/17 20:30:00,8389.92,180.41,TRADE
QLD1,2017/01/17 21:00:00,8076.57,105.34,TRADE
QLD1,2017/01/17 21:30:00,7832.17,87.05,TRADE
QLD1,2017/01/17 22:00:00,7513.28,67.47,TRADE
QLD1,2017/01/17 22:30:00,7181.38,87.76,TRADE
QLD1,2017/01/17 23:00:00,7040.49,91.40,TRADE
QLD1,2017/01/17 23:30:00,6766.01,72.31,TRADE
QLD1,2017/01/18 00:00:00,6408.44,64.76,TRADE
QLD1,2017/01/18 00:30:00,6242.53,64.76,TRADE
QLD1,2017/01/18 01:00:00,6154.45,61.05,TRADE
QLD1,2017/01/18 01:30:00,6022.19,61.03,TRADE
QLD1,2017/01/18 02:00:00,5928.96,67.05,TRADE
QLD1,2017/01/18 02:30:00,5909.66,65.01,TRADE
QLD1,2017/01/18 03:00:00,5859.18,59.91,TRADE
QLD1,2017/01/18 03:30:00,5839.51,59.35,TRADE
QLD1,2017/01/18 04:00:00,5826.91,59.93,TRADE
QLD1,2017/01/18 04:30:00,5861.86,52.42,TRADE
QLD1,2017/01/18 05:00:00,5877.47,45.52,TRADE
QLD1,2017/01/18 05:30:00,6012.61,59.98,TRADE
QLD1,2017/01/18 06:00:00,6114.12,75.74,TRADE
QLD1,2017/01/18 06:30:00,6425.19,90.45,TRADE
QLD1,2017/01/18 07:00:00,6632.66,187.62,TRADE
QLD1,2017/01/18 07:30:00,6960.57,96.23,TRADE
QLD1,2017/01/18 08:00:00,7156.76,107.90,TRADE
QLD1,2017/01/18 08:30:00,7384.95,104.85,TRADE
QLD1,2017/01/18 09:00:00,7466.44,179.04,TRADE
QLD1,2017/01/18 09:30:00,7495.25,197.98,TRADE
QLD1,2017/01/18 10:00:00,7553.21,100.35,TRADE
QLD1,2017/01/18 10:30:00,7656.32,160.83,TRADE
QLD1,2017/01/18 11:00:00,7799.96,166.10,TRADE
QLD1,2017/01/18 11:30:00,7954.45,123.93,TRADE
QLD1,2017/01/18 12:00:00,8116.02,126.93,TRADE
QLD1,2017/01/18 12:30:00,8238.63,127.07,TRADE
QLD1,2017/01/18 13:00:00,8426.22,163.31,TRADE
QLD1,2017/01/18 13:30:00,8601.9,194.35,TRADE
QLD1,2017/01/18 14:00:00,8785.33,168.16,TRADE
QLD1,2017/01/18 14:30:00,8907.86,206.47,TRADE
QLD1,2017/01/18 15:00:00,8997.49,322.97,TRADE
QLD1,2017/01/18 15:30:00,9134.85,141.45,TRADE
QLD1,2017/01/18 16:00:00,9261.78,145.11,TRADE
QLD1,2017/01/18 16:30:00,9314.12,479.19,TRADE
QLD1,2017/01/18 17:00:00,9332.25,2404.56,TRADE
QLD1,2017/01/18 17:30:00,9317.89,76.27,TRADE
QLD1,2017/01/18 18:00:00,9324.26,70.14,TRADE
QLD1,2017/01/18 18:30:00,9278.84,67.84,TRADE
QLD1,2017/01/18 19:00:00,9357.09,280.85,TRADE
QLD1,2017/01/18 19:30:00,9310.44,298.73,TRADE
QLD1,2017/01/18 20:00:00,9216.33,306.58,TRADE
QLD1,2017/01/18 20:30:00,9006.38,162.44,TRADE
QLD1,2017/01/18 21:00:00,8760.8,98.32,TRADE
QLD1,2017/01/18 21:30:00,8504.46,72.84,TRADE
QLD1,2017/01/18 22:00:00,8105.21,57.99,TRADE
QLD1,2017/01/18 22:30:00,7693.1,108.49,TRADE
QLD1,2017/01/18 23:00:00,7430.29,274.47,TRADE
QLD1,2017/01/18 23:30:00,7106.48,53.81,TRADE
QLD1,2017/01/19 00:00:00,6747.46,49.83,TRADE
QLD1,2017/01/19 00:30:00,6569.77,52.23,TRADE
QLD1,2017/01/19 01:00:00,6469.9,60.97,TRADE
QLD1,2017/01/19 01:30:00,6280.12,60.62,TRADE
QLD1,2017/01/19 02:00:00,6212.91,55.57,TRADE
QLD1,2017/01/19 02:30:00,6163.58,48.73,TRADE
QLD1,2017/01/19 03:00:00,6112.04,48.81,TRADE
QLD1,2017/01/19 03:30:00,6108.86,48.37,TRADE
QLD1,2017/01/19 04:00:00,6085.4,48.10,TRADE
QLD1,2017/01/19 04:30:00,6143.59,55.92,TRADE
QLD1,2017/01/19 05:00:00,6190.2,49.06,TRADE
QLD1,2017/01/19 05:30:00,6342.81,50.17,TRADE
QLD1,2017/01/19 06:00:00,6485.52,45.50,TRADE
QLD1,2017/01/19 06:30:00,6858.8,50.46,TRADE
QLD1,2017/01/19 07:00:00,7012.99,58.65,TRADE
QLD1,2017/01/19 07:30:00,7458.39,70.92,TRADE
QLD1,2017/01/19 08:00:00,7722.96,87.47,TRADE
QLD1,2017/01/19 08:30:00,7916.94,124.29,TRADE
QLD1,2017/01/19 09:00:00,7976.13,365.92,TRADE
QLD1,2017/01/19 09:30:00,7987.29,193.05,TRADE
QLD1,2017/01/19 10:00:00,8054.19,103.40,TRADE
QLD1,2017/01/19 10:30:00,8091.72,108.72,TRADE
QLD1,2017/01/19 11:00:00,8151.97,212.15,TRADE
QLD1,2017/01/19 11:30:00,8209.63,98.64,TRADE
QLD1,2017/01/19 12:00:00,8273.78,99.84,TRADE
QLD1,2017/01/19 12:30:00,8295.43,98.27,TRADE
QLD1,2017/01/19 13:00:00,8334.54,107.64,TRADE
QLD1,2017/01/19 13:30:00,8370.55,98.77,TRADE
QLD1,2017/01/19 14:00:00,8497.74,100.10,TRADE
QLD1,2017/01/19 14:30:00,8502.74,98.66,TRADE
QLD1,2017/01/19 15:00:00,8486.94,104.04,TRADE
QLD1,2017/01/19 15:30:00,8534,108.01,TRADE
QLD1,2017/01/19 16:00:00,8555.3,158.65,TRADE
QLD1,2017/01/19 16:30:00,8543.53,98.38,TRADE
QLD1,2017/01/19 17:00:00,8548.79,133.89,TRADE
QLD1,2017/01/19 17:30:00,8502.13,108.68,TRADE
QLD1,2017/01/19 18:00:00,8459.2,68.76,TRADE
QLD1,2017/01/19 18:30:00,8376.88,68.46,TRADE
QLD1,2017/01/19 19:00:00,8463.5,98.34,TRADE
QLD1,2017/01/19 19:30:00,8475.58,98.09,TRADE
QLD1,2017/01/19 20:00:00,8383.74,98.34,TRADE
QLD1,2017/01/19 20:30:00,8238.65,92.13,TRADE
QLD1,2017/01/19 21:00:00,7974.76,60.94,TRADE
QLD1,2017/01/19 21:30:00,7707.66,59.37,TRADE
QLD1,2017/01/19 22:00:00,7414.97,50.63,TRADE
QLD1,2017/01/19 22:30:00,7106.65,56.41,TRADE
QLD1,2017/01/19 23:00:00,6973.63,59.36,TRADE
QLD1,2017/01/19 23:30:00,6713.9,50.51,TRADE
QLD1,2017/01/20 00:00:00,6364.71,44.97,TRADE
QLD1,2017/01/20 00:30:00,6240.06,48.98,TRADE
QLD1,2017/01/20 01:00:00,6184.8,51.98,TRADE
QLD1,2017/01/20 01:30:00,6062.88,56.04,TRADE
QLD1,2017/01/20 02:00:00,5998.88,47.87,TRADE
QLD1,2017/01/20 02:30:00,5972.13,46.05,TRADE
QLD1,2017/01/20 03:00:00,5941.63,45.02,TRADE
QLD1,2017/01/20 03:30:00,5890.14,44.53,TRADE
QLD1,2017/01/20 04:00:00,5905.13,44.56,TRADE
QLD1,2017/01/20 04:30:00,5929.57,44.79,TRADE
QLD1,2017/01/20 05:00:00,5994.48,41.72,TRADE
QLD1,2017/01/20 05:30:00,6161.92,48.76,TRADE
QLD1,2017/01/20 06:00:00,6291.91,49.71,TRADE
QLD1,2017/01/20 06:30:00,6601.63,52.40,TRADE
QLD1,2017/01/20 07:00:00,6874.22,52.97,TRADE
QLD1,2017/01/20 07:30:00,7159.53,50.26,TRADE
QLD1,2017/01/20 08:00:00,7338.7,57.24,TRADE
QLD1,2017/01/20 08:30:00,7483.9,61.02,TRADE
QLD1,2017/01/20 09:00:00,7552.57,78.05,TRADE
QLD1,2017/01/20 09:30:00,7682.42,94.86,TRADE
QLD1,2017/01/20 10:00:00,7757.99,63.79,TRADE
QLD1,2017/01/20 10:30:00,7843.86,86.67,TRADE
QLD1,2017/01/20 11:00:00,7997.12,437.73,TRADE
QLD1,2017/01/20 11:30:00,8094.85,76.19,TRADE
QLD1,2017/01/20 12:00:00,8241.35,98.72,TRADE
QLD1,2017/01/20 12:30:00,8261.48,98.71,TRADE
QLD1,2017/01/20 13:00:00,8333.05,98.75,TRADE
QLD1,2017/01/20 13:30:00,8444.53,188.43,TRADE
QLD1,2017/01/20 14:00:00,8474.84,447.30,TRADE
QLD1,2017/01/20 14:30:00,8535.81,89.94,TRADE
QLD1,2017/01/20 15:00:00,8810.36,2382.27,TRADE
QLD1,2017/01/20 15:30:00,8709.42,64.88,TRADE
QLD1,2017/01/20 16:00:00,8982.58,94.63,TRADE
QLD1,2017/01/20 16:30:00,9092.62,140.49,TRADE
QLD1,2017/01/20 17:00:00,9169.78,2457.65,TRADE
QLD1,2017/01/20 17:30:00,8995,419.61,TRADE
QLD1,2017/01/20 18:00:00,8967.39,73.47,TRADE
QLD1,2017/01/20 18:30:00,8891.14,84.17,TRADE
QLD1,2017/01/20 19:00:00,8917.29,95.92,TRADE
QLD1,2017/01/20 19:30:00,8971.5,115.88,TRADE
QLD1,2017/01/20 20:00:00,8945.26,97.83,TRADE
QLD1,2017/01/20 20:30:00,8841.65,99.16,TRADE
QLD1,2017/01/20 21:00:00,8556.81,77.41,TRADE
QLD1,2017/01/20 21:30:00,8348.85,77.73,TRADE
QLD1,2017/01/20 22:00:00,8054.39,57.59,TRADE
QLD1,2017/01/20 22:30:00,7699.79,57.74,TRADE
QLD1,2017/01/20 23:00:00,7495.7,56.49,TRADE
QLD1,2017/01/20 23:30:00,7130.82,373.79,TRADE
QLD1,2017/01/21 00:00:00,6788.26,53.50,TRADE
QLD1,2017/01/21 00:30:00,6617.05,269.16,TRADE
QLD1,2017/01/21 01:00:00,6519.32,56.77,TRADE
QLD1,2017/01/21 01:30:00,6460.21,53.30,TRADE
QLD1,2017/01/21 02:00:00,6369.81,45.70,TRADE
QLD1,2017/01/21 02:30:00,6303.03,44.28,TRADE
QLD1,2017/01/21 03:00:00,6339.24,43.23,TRADE
QLD1,2017/01/21 03:30:00,6270.15,41.19,TRADE
QLD1,2017/01/21 04:00:00,6244.63,40.31,TRADE
QLD1,2017/01/21 04:30:00,6237.57,46.82,TRADE
QLD1,2017/01/21 05:00:00,6253.28,46.22,TRADE
QLD1,2017/01/21 05:30:00,6315.06,46.37,TRADE
QLD1,2017/01/21 06:00:00,6278.77,45.40,TRADE
QLD1,2017/01/21 06:30:00,6417.49,50.78,TRADE
QLD1,2017/01/21 07:00:00,6570.7,59.13,TRADE
QLD1,2017/01/21 07:30:00,6806.24,51.94,TRADE
QLD1,2017/01/21 08:00:00,6902.87,58.83,TRADE
QLD1,2017/01/21 08:30:00,7209.67,63.18,TRADE
QLD1,2017/01/21 09:00:00,7421.3,61.47,TRADE
QLD1,2017/01/21 09:30:00,7483.57,71.65,TRADE
QLD1,2017/01/21 10:00:00,7518.85,66.63,TRADE
QLD1,2017/01/21 10:30:00,7643.59,113.68,TRADE
QLD1,2017/01/21 11:00:00,7820.24,242.68,TRADE
QLD1,2017/01/21 11:30:00,7910.67,67.01,TRADE
QLD1,2017/01/21 12:00:00,7994.68,76.58,TRADE
QLD1,2017/01/21 12:30:00,8076.77,106.46,TRADE
QLD1,2017/01/21 13:00:00,8114.24,66.84,TRADE
QLD1,2017/01/21 13:30:00,8157.65,98.80,TRADE
QLD1,2017/01/21 14:00:00,8101.69,137.84,TRADE
QLD1,2017/01/21 14:30:00,8029.53,96.95,TRADE
QLD1,2017/01/21 15:00:00,7962.33,61.82,TRADE
QLD1,2017/01/21 15:30:00,7885.08,63.84,TRADE
QLD1,2017/01/21 16:00:00,7910.43,67.29,TRADE
QLD1,2017/01/21 16:30:00,7913.33,64,TRADE
QLD1,2017/01/21 17:00:00,7869.56,61.77,TRADE
QLD1,2017/01/21 17:30:00,7872.99,61,TRADE
QLD1,2017/01/21 18:00:00,7742.95,60.72,TRADE
QLD1,2017/01/21 18:30:00,7669.97,59.53,TRADE
QLD1,2017/01/21 19:00:00,7722.66,60.78,TRADE
QLD1,2017/01/21 19:30:00,7727.28,61.18,TRADE
QLD1,2017/01/21 20:00:00,7697.95,61.25,TRADE
QLD1,2017/01/21 20:30:00,7594.99,61.70,TRADE
QLD1,2017/01/21 21:00:00,7355.13,56.02,TRADE
QLD1,2017/01/21 21:30:00,7256.23,49.29,TRADE
QLD1,2017/01/21 22:00:00,7059.95,45.65,TRADE
QLD1,2017/01/21 22:30:00,6865.04,53,TRADE
QLD1,2017/01/21 23:00:00,6796.97,50.96,TRADE
QLD1,2017/01/21 23:30:00,6585.04,50.58,TRADE
QLD1,2017/01/22 00:00:00,6274.74,47.33,TRADE
QLD1,2017/01/22 00:30:00,6171.05,40.02,TRADE
QLD1,2017/01/22 01:00:00,6074.17,47.59,TRADE
QLD1,2017/01/22 01:30:00,5916.58,42.44,TRADE
QLD1,2017/01/22 02:00:00,5830.11,37.26,TRADE
QLD1,2017/01/22 02:30:00,5826.9,40.46,TRADE
QLD1,2017/01/22 03:00:00,5787.44,37.45,TRADE
QLD1,2017/01/22 03:30:00,5753.07,36.98,TRADE
QLD1,2017/01/22 04:00:00,5727.4,34.97,TRADE
QLD1,2017/01/22 04:30:00,5708.86,37.93,TRADE
QLD1,2017/01/22 05:00:00,5741.69,34.50,TRADE
QLD1,2017/01/22 05:30:00,5757,37.25,TRADE
QLD1,2017/01/22 06:00:00,5709.64,36.25,TRADE
QLD1,2017/01/22 06:30:00,5767.75,39.51,TRADE
QLD1,2017/01/22 07:00:00,5878.47,44.55,TRADE
QLD1,2017/01/22 07:30:00,6015.72,46.55,TRADE
QLD1,2017/01/22 08:00:00,6083.71,48.11,TRADE
QLD1,2017/01/22 08:30:00,6221.42,53.32,TRADE
QLD1,2017/01/22 09:00:00,6270.29,56.42,TRADE
QLD1,2017/01/22 09:30:00,6372,59.76,TRADE
QLD1,2017/01/22 10:00:00,6410.65,58.42,TRADE
QLD1,2017/01/22 10:30:00,6438.99,60.62,TRADE
QLD1,2017/01/22 11:00:00,6411.31,56.69,TRADE
QLD1,2017/01/22 11:30:00,6464.64,51.86,TRADE
QLD1,2017/01/22 12:00:00,6566.75,58.16,TRADE
QLD1,2017/01/22 12:30:00,6633.08,56.46,TRADE
QLD1,2017/01/22 13:00:00,6707.33,56.23,TRADE
QLD1,2017/01/22 13:30:00,6777.22,54.65,TRADE
QLD1,2017/01/22 14:00:00,6749.35,61.28,TRADE
QLD1,2017/01/22 14:30:00,6816.77,69.29,TRADE
QLD1,2017/01/22 15:00:00,6847.58,79.86,TRADE
QLD1,2017/01/22 15:30:00,6935.86,85.81,TRADE
QLD1,2017/01/22 16:00:00,7014.99,112.61,TRADE
QLD1,2017/01/22 16:30:00,7079.72,89.95,TRADE
QLD1,2017/01/22 17:00:00,7215.29,108.79,TRADE
QLD1,2017/01/22 17:30:00,7305.78,130.58,TRADE
QLD1,2017/01/22 18:00:00,7337.89,158.35,TRADE
QLD1,2017/01/22 18:30:00,7416.9,91.44,TRADE
QLD1,2017/01/22 19:00:00,7451.69,123.36,TRADE
QLD1,2017/01/22 19:30:00,7496.59,93.41,TRADE
QLD1,2017/01/22 20:00:00,7437.86,110.22,TRADE
QLD1,2017/01/22 20:30:00,7364.86,103.02,TRADE
QLD1,2017/01/22 21:00:00,7217.43,82.52,TRADE
QLD1,2017/01/22 21:30:00,7037.18,68.27,TRADE
QLD1,2017/01/22 22:00:00,6798.73,53.84,TRADE
QLD1,2017/01/22 22:30:00,6565.43,123.98,TRADE
QLD1,2017/01/22 23:00:00,6493.34,141.95,TRADE
QLD1,2017/01/22 23:30:00,6304.34,100.92,TRADE
QLD1,2017/01/23 00:00:00,6036.02,71.68,TRADE
QLD1,2017/01/23 00:30:00,5839.75,65.25,TRADE
QLD1,2017/01/23 01:00:00,5722.81,62.62,TRADE
QLD1,2017/01/23 01:30:00,5656.39,61.71,TRADE
QLD1,2017/01/23 02:00:00,5600.53,59.69,TRADE
QLD1,2017/01/23 02:30:00,5624.27,56.04,TRADE
QLD1,2017/01/23 03:00:00,5606.34,47.77,TRADE
QLD1,2017/01/23 03:30:00,5593.82,54.48,TRADE
QLD1,2017/01/23 04:00:00,5559.84,55.52,TRADE
QLD1,2017/01/23 04:30:00,5650.65,63.90,TRADE
QLD1,2017/01/23 05:00:00,5704.47,62.44,TRADE
QLD1,2017/01/23 05:30:00,5870.79,53.83,TRADE
QLD1,2017/01/23 06:00:00,6041.44,49.15,TRADE
QLD1,2017/01/23 06:30:00,6346.83,59.40,TRADE
QLD1,2017/01/23 07:00:00,6576.98,73.76,TRADE
QLD1,2017/01/23 07:30:00,6955.4,61.01,TRADE
QLD1,2017/01/23 08:00:00,7066.98,81.76,TRADE
QLD1,2017/01/23 08:30:00,7170.36,95.94,TRADE
QLD1,2017/01/23 09:00:00,7173.34,95.11,TRADE
QLD1,2017/01/23 09:30:00,7170.78,98.67,TRADE
QLD1,2017/01/23 10:00:00,7164.92,91.10,TRADE
QLD1,2017/01/23 10:30:00,7184.09,97.47,TRADE
QLD1,2017/01/23 11:00:00,7214.96,103.03,TRADE
QLD1,2017/01/23 11:30:00,7192.31,94.13,TRADE
QLD1,2017/01/23 12:00:00,7252.5,97.75,TRADE
QLD1,2017/01/23 12:30:00,7313.47,99.72,TRADE
QLD1,2017/01/23 13:00:00,7278.23,103.45,TRADE
QLD1,2017/01/23 13:30:00,7354.97,110.59,TRADE
QLD1,2017/01/23 14:00:00,7431,125.73,TRADE
QLD1,2017/01/23 14:30:00,7519.76,98.94,TRADE
QLD1,2017/01/23 15:00:00,7584.29,98.75,TRADE
QLD1,2017/01/23 15:30:00,7680.01,95.44,TRADE
QLD1,2017/01/23 16:00:00,7814.36,124.52,TRADE
QLD1,2017/01/23 16:30:00,7955.86,102.23,TRADE
QLD1,2017/01/23 17:00:00,8057,135.44,TRADE
QLD1,2017/01/23 17:30:00,8023.35,95.57,TRADE
QLD1,2017/01/23 18:00:00,8022.78,87.62,TRADE
QLD1,2017/01/23 18:30:00,7942.77,86.31,TRADE
QLD1,2017/01/23 19:00:00,7989.5,96.28,TRADE
QLD1,2017/01/23 19:30:00,8032.92,102.61,TRADE
QLD1,2017/01/23 20:00:00,7982.27,160.78,TRADE
QLD1,2017/01/23 20:30:00,7842.37,97.80,TRADE
QLD1,2017/01/23 21:00:00,7605.73,77.09,TRADE
QLD1,2017/01/23 21:30:00,7412.8,72.54,TRADE
QLD1,2017/01/23 22:00:00,7114.51,61.03,TRADE
QLD1,2017/01/23 22:30:00,6787.81,108.34,TRADE
QLD1,2017/01/23 23:00:00,6658.54,108.50,TRADE
QLD1,2017/01/23 23:30:00,6448.83,55.61,TRADE
QLD1,2017/01/24 00:00:00,6125.28,44.85,TRADE
QLD1,2017/01/24 00:30:00,5992.7,44.10,TRADE
QLD1,2017/01/24 01:00:00,5935.14,45.10,TRADE
QLD1,2017/01/24 01:30:00,5794.22,49.15,TRADE
QLD1,2017/01/24 02:00:00,5702.27,43.85,TRADE
QLD1,2017/01/24 02:30:00,5673.68,41.45,TRADE
QLD1,2017/01/24 03:00:00,5636.99,41.92,TRADE
QLD1,2017/01/24 03:30:00,5645.65,40.49,TRADE
QLD1,2017/01/24 04:00:00,5570.59,41.18,TRADE
QLD1,2017/01/24 04:30:00,5664.39,45.37,TRADE
QLD1,2017/01/24 05:00:00,5763,47.15,TRADE
QLD1,2017/01/24 05:30:00,5881.37,51.06,TRADE
QLD1,2017/01/24 06:00:00,6016.19,44.54,TRADE
